Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Europe & Central Asia,ECS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,55.49866065,55.02338346,53.63812489,52.75940877,52.30746342,51.8119894,51.36952012,51.17887554,51.76376113,52.0750711,52.13968878,52.12285493,52.00055272,51.88122814,52.27672636,52.69625253,53.44034475,53.71676465,52.63139569,52.5989451,52.85728814,52.84592479,52.72861193,52.92414406,53.18920224,53.61758126,54.06927094,54.46390742,54.54777359,53.35110183
Ecuador,ECU,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,60.60300064,60.48300171,60.43199921,60.6969986,60.60699844,60.52799988,61.35100174,63.32300186,62.74100113,62.79600143,62.95700073,62.33100128,61.63199997,64.09700012,64.44799805,65.53800201,64.67299652,63.94100189,61.05899811,60.11600113,59.64199829,60.43299866,60.34199905,60.44100189,63.28300095,64.55699921,65.53299713,64.30699921,63.6590004,56.41899872
"Egypt, Arab Rep.",EGY,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,42.33800125,42.98099899,42.65999985,43.53699875,42.63000107,43.02399826,42.73500061,42.30599976,43.74200058,42.0719986,40.76900101,38.86700058,39.27099991,40.42100143,40.86600113,42.04299927,43.7120018,43.49900055,43.54600143,45.04499817,43.00799942,42.38000107,42.06999969,41.81600189,40.84899902,40.88700104,39.72600174,39.0929985,38.90100098,37.43700027
Euro area,EMU,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,50.48999775,49.80090244,48.61118572,47.98829016,47.9814447,47.93133599,47.98033796,48.55795141,49.2492384,49.90858315,50.40595521,50.60523978,50.79133969,50.65460908,51.21089208,51.86589809,52.55459352,52.77248098,51.53927316,51.14953886,51.13576722,50.67102787,50.23109392,50.31530883,50.66317059,51.35138306,51.9703356,52.53453074,53.03207146,52.15549977
Eritrea,ERI,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,76.39099884,76.34200287,76.30999756,76.28900146,76.27400208,76.17199707,76.07099915,76.01799774,75.94400024,75.89600372,75.69400024,75.47799683,75.33300018,75.27500153,75.16300201,75.1760025,75.20300293,75.29399872,75.27999878,75.13300323,75.23500061,75.33599854,75.39299774,75.40499878,75.35700226,75.25700378,75.20500183,75.18399811,75.10099792,69.27100372
Spain,ESP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,40.52999878,41.0019989,38.81100082,38.06900024,38.70399857,39.20299911,40.29199982,41.56000137,43.62099838,45.49300003,46.69900131,47.77500153,48.74300003,49.65599823,51.86600113,53.0530014,53.75899887,52.69100189,48.8730011,47.77099991,46.91400146,44.93799973,43.8730011,44.52799988,45.85200119,47.03300095,48.10300064,49.0870018,49.75299835,47.90299988
Estonia,EST,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,71.13899994,67.16400146,63.10400009,62.11000061,59.14400101,57.38600159,55.48500061,54.35699844,51.83800125,51.05699921,50.5929985,51.48099899,52.31200027,53.01499939,54.02299881,57.05599976,57.77099991,57.77999878,52.49200058,50.38999939,53.74200058,55.16699982,56.03699875,56.62799835,58.27500153,58.61999893,59.99300003,60.37400055,60.81800079,59.3030014
Ethiopia,ETH,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,75.50099945,75.50099945,75.55500031,75.51399994,75.81199646,76.11299896,76.36299896,76.61199951,76.90399933,77.42299652,77.94300079,78.43299866,78.93000031,79.47399902,79.97000122,79.90000153,79.83499908,79.76399994,79.69000244,79.62799835,79.55500031,79.47899628,79.41200256,79.29799652,79.18599701,79.09100342,78.9940033,78.89199829,78.80200195,75.01200104
European Union,EUU,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,52.06740868,51.38316099,50.13299015,49.51469579,49.46383724,49.29514067,49.42447995,49.81702793,50.13102077,50.3613134,50.57500521,50.30394095,50.35624772,50.21558694,50.68500918,51.4253562,52.24610489,52.60741755,51.50118565,51.09767833,51.05473532,50.73641217,50.41623261,50.69868828,51.10878774,51.78199492,52.52160296,53.07977365,53.53944401,52.73953488
Fragile and conflict affected situations,FCS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,62.54372827,62.50551831,62.40406959,62.18205556,62.03573663,61.90384206,61.85186137,61.78716457,61.57785452,61.50591442,61.37042262,61.10525494,60.9553703,60.95509459,60.99975938,60.85578009,60.63553179,60.36812633,60.14429575,59.80523004,59.65070956,58.91699133,58.36912807,58.14436471,58.0761903,57.57074496,57.09842386,57.04753472,56.73054696,54.53522257
Finland,FIN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,59.61600113,55.06399918,51.47800064,50.65999985,50.72100067,50.11800003,51.13700104,52.30799866,53.70100021,54.23699951,54.91999817,54.92100143,54.63999939,54.27700043,55.65000153,56.31800079,57.04499817,57.56399918,55.5,54.92900085,55.24900055,55.15499878,54.29600143,53.83599854,53.4109993,53.44100189,53.79299927,55.06499863,55.44499969,54.44900131
Fiji,FJI,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,57.40999985,57.38800049,57.32300186,57.26200104,57.20100021,57.13399887,56.90499878,56.8030014,56.74499893,56.47800064,56.37799835,56.24700165,56.07699966,55.98199844,54.52299881,55.51800156,56.45700073,57.44200134,58.35900116,59.35599899,60.27899933,58.96099854,57.68799973,56.36399841,55.73500061,55.0929985,54.99700165,54.89500046,54.82099915,54.14899826
France,FRA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,50.35100174,49.88700104,49.26200104,48.49499893,48.87599945,48.87099838,48.47999954,48.76599884,49.07099915,50.00699997,50.72100067,50.87200165,51.72200012,51.23799896,51.46500015,51.40499878,51.96900177,52.38999939,51.63499832,51.4980011,51.3030014,51.16199875,50.8409996,50.33599854,50.21300125,50.20999908,50.40399933,50.60300064,50.62200165,50.16199875
Gabon,GAB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,41.14099884,41.11999893,41.17599869,41.20700073,41.23099899,41.23899841,41.24900055,41.22499847,41.13999939,41.14899826,41.13000107,41.07500076,41.04199982,40.99000168,40.95999908,40.4679985,40.06100082,39.57300186,39.16899872,38.80199814,38.70899963,38.61399841,38.54700089,38.48500061,38.43899918,38.47100067,38.5,38.53300095,38.5719986,37.61299896
United Kingdom,GBR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,57.3030014,56.29700089,55.48400116,55.79100037,56.22900009,56.63800049,57.48600006,57.93099976,57.94499969,58.4679985,58.6570015,58.67599869,58.90399933,59.04000092,59.31200027,59.33599854,59.23099899,59.23300171,57.8429985,57.49300003,57.31900024,57.55699921,57.90200043,58.84999847,59.42399979,59.9129982,60.18600082,60.55699921,60.85599899,59.99100113
Georgia,GEO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,64.60500336,63.39899826,64.05500031,62.74000168,62.80199814,59.13600159,58.24000168,55.89699936,56.89199829,57.16400146,58.82099915,56.77299881,58.42100143,56.59600067,55.20500183,53.75899887,54.89400101,52.14400101,51.21300125,52.26100159,53.22100067,54.27600098,54.10900116,55.89300156,57.42399979,57.06200027,56.98199844,55.83000183,55.64899826,48.34400177
Ghana,GHA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,74.83399963,73.59700012,72.85800171,72.09999847,71.35800171,70.61199951,69.85700226,69.10900116,67.37799835,66.80599976,67.21600342,67.62200165,68.02300262,68.41400146,68.79799652,69.1760025,68.69100189,68.24299622,67.73999786,67.27999878,66.78199768,66.21199799,65.65799713,65.08399963,64.53399658,65.38700104,66.25,66.16400146,66.08799744,65.23100281
Guinea,GIN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,61.17200089,61.23099899,61.27899933,61.29600143,61.31000137,61.36299896,61.40399933,61.41500092,61.41999817,61.39899826,61.45299911,61.48899841,61.46300125,61.45399857,61.43000031,61.38399887,61.3769989,61.30899811,61.21699905,61.19200134,61.13199997,61.06200027,60.97000122,60.88700104,60.80500031,60.73300171,60.61000061,60.4640007,60.33800125,57.9280014
"Gambia, The",GMB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,52.16899872,52.27099991,52.34700012,52.38899994,52.44800186,52.50999832,52.57799911,52.62599945,52.69499969,52.74499893,52.80099869,52.81100082,52.91500092,52.97200012,52.98099899,53.04600143,53.11999893,53.19100189,53.24900055,53.29999924,53.2820015,53.40599823,53.35100174,53.28499985,53.26900101,53.23799896,53.22499847,53.20199966,53.15200043,50.47999954
Guinea-Bissau,GNB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,67.8010025,67.72399902,67.68099976,67.64700317,67.61399841,67.57900238,67.53800201,67.54000092,67.52100372,67.52400208,67.43599701,67.3239975,67.27200317,67.29399872,67.25800323,67.26999664,67.28800201,67.36299896,67.31999969,67.15100098,67.20800018,67.26999664,67.29299927,67.27400208,67.1989975,67.12400055,67.0739975,67.04499817,66.96600342,65.83499908
Equatorial Guinea,GNQ,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,52.77500153,52.70999908,52.66400146,52.61399841,52.53300095,52.40599823,52.26599884,52.16999817,52.06800079,52,51.86500168,51.70800018,51.61700058,51.60900116,51.55500031,51.51800156,51.48799896,51.51900101,51.44300079,51.24499893,51.25799942,51.26699829,51.26699829,51.23300171,51.14799881,51.08000183,51.02700043,50.99700165,50.92599869,49.12599945
Greece,GRC,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,44.55400085,44.79899979,44.4980011,44.73199844,44.74200058,44.86299896,44.16999817,46.41699982,46.15499878,46.4070015,46.14899826,46.63600159,47.32400131,47.52700043,47.61500168,48.29700089,48.48400116,48.86899948,48.30799866,46.70000076,43.25500107,39.54100037,37.73699951,38.09999847,39.04399872,39.87400055,40.88800049,41.88000107,42.9659996,42.68700027
Guatemala,GTM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,60.81999969,60.9129982,60.93600082,60.98500061,61.08300018,61.05400085,61.14400101,61.24200058,61.26200104,61.28900146,61.2480011,61.32500076,61.29999924,61.23600006,60.95000076,60.70800018,60.44100189,60.08000183,59.7179985,59.48899841,59.50600052,59.13299942,58.40100098,59.07799911,59.07899857,59.12400055,59.44100189,59.60599899,59.74000168,54.82300186
Guam,GUM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,69.68699646,68.99500275,67.33100128,65.41000366,64.74900055,64.03099823,62.61299896,63.48799896,58.77999878,57.4129982,56.93399811,55.29299927,55.99900055,56.94900131,56.82300186,58.06000137,53.00299835,54.55599976,55.9620018,56.36500168,54.27399826,54.93199921,55.3429985,57.75699997,58.19599915,59.14099884,59.12900162,59.07300186,59.09000015,56.13499832
Guyana,GUY,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,51.90100098,52.17900085,52.45600128,52.13899994,51.80199814,51.49499893,51.16500092,50.80599976,50.50299835,50.1590004,49.84999847,49.51900101,49.55099869,49.59899902,49.6230011,49.68999863,49.43500137,49.14799881,48.89400101,48.63199997,48.3769989,48.11299896,47.84199905,47.56900024,47.30099869,47.0530014,46.79100037,46.5320015,46.67499924,43.18199921
High income,HIC,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,56.53141122,56.11948564,55.56950212,55.57772947,55.74153747,55.8003527,56.07380093,56.08231275,56.20263238,56.48532327,56.33693894,56.00874654,55.89140692,55.95442817,56.35737983,56.86723212,57.26801721,57.21348383,55.71152481,55.39284954,55.51119842,55.50862144,55.50889641,55.85978249,56.20551012,56.68974697,57.16894868,57.64099385,58.09117583,56.26349749
"Hong Kong SAR, China",HKG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,62.29800034,61.05899811,61.22600174,61.3030014,59.97499847,60.0320015,60.39899826,59.15999985,57.50799942,57.69499969,58.3030014,57.32899857,56.52799988,57.13999939,57.5870018,58.33800125,58.76499939,58.71300125,57.57300186,57.00999832,58.01599884,58.50999832,59.13899994,59.04499817,59.11600113,58.97999954,59.14899826,59.43500137,58.7859993,56.08800125
Honduras,HND,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,62.67900085,63.79499817,63.89300156,63.70299911,63.83200073,63.04800034,63.8030014,63.36600113,63.34400177,61.90800095,61.29100037,60.76100159,59.43700027,58.49200058,58.64199829,57.72299957,57.06700134,57.6969986,58.80899811,59.35900116,57.06000137,56.20999908,59.11999893,59.60800171,60.14799881,59.05899811,60.80099869,62.73300171,59.57899857,54.50899887
Heavily indebted poor countries (HIPC),HPC,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,68.49922799,68.34712904,68.24524065,68.14605522,68.13308261,68.14247469,68.16680081,68.16332128,68.06424684,67.99957617,68.02779259,68.04391551,68.05918263,68.12586492,68.17559026,68.03124852,67.80119361,67.55716152,67.25357939,66.80955916,66.54738689,66.24262529,66.21722023,66.09622541,65.86637175,65.83851749,65.8385358,65.85605576,65.73173082,63.50432734
Croatia,HRV,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,50.41899872,49.9070015,49.49900055,48.93600082,48.58499908,48.24900055,47.62900162,46.14899826,44.43999863,42.5909996,41.82099915,43.46900177,43.29000092,44.1629982,43.36800003,43.71500015,47.68500137,48.5890007,48.23300171,46.47000122,44.7480011,43.18700027,42.06999969,43.30699921,44.19800186,44.59700012,45.82500076,46.875,47.71699905,47.19800186
Haiti,HTI,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,61.43500137,61.07400131,60.7879982,60.43899918,60.35699844,59.90599823,59.49200058,59.08399963,58.68399811,57.49499893,56.91600037,56.35400009,55.79999924,55.14199829,54.62799835,54.11899948,53.70600128,54.30599976,55.04700089,55.52799988,56.20899963,56.5340004,56.68799973,56.75999832,56.7480011,56.77600098,56.8030014,56.81999969,56.7140007,54.42100143
Hungary,HUN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,49.70000076,48.98400116,45.97200012,45.00299835,44.41199875,43.47800064,43.33000183,44.05099869,45.88399887,46.30899811,46.09899902,46.17599869,46.85100174,46.60499954,46.56299973,46.85599899,46.5909996,46.00699997,44.85900116,44.71699905,45.09000015,45.97700119,46.86800003,49.53099823,51.03099823,52.85400009,53.92900085,54.625,55.14699936,54.48199844
IBRD only,IBD,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,63.80098108,63.70023409,63.30551677,62.96534466,62.55434893,62.21322751,61.96020685,61.62531726,61.42617584,61.32013251,60.95671855,60.52998215,60.26490876,60.26482144,60.14556573,59.89911869,59.75549927,59.3950666,58.78378179,58.45068575,58.29825912,58.04586072,57.75894479,57.51269604,57.21211509,56.86596078,56.57315331,56.37426447,56.26656476,53.41916146
IDA & IBRD total,IBT,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,63.70052406,63.60228028,63.24533008,62.9437455,62.57517187,62.29296826,62.09292315,61.79510597,61.62198567,61.5239475,61.22167277,60.85849353,60.62986727,60.62761811,60.51715232,60.29594682,60.14198166,59.80952713,59.28521423,59.00950257,58.854004,58.56148975,58.25745995,58.03977712,57.79691648,57.4690294,57.2468374,57.08546753,56.98870607,54.32700677
IDA total,IDA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,63.20239514,63.12097567,62.95227019,62.83960179,62.67447253,62.67060883,62.71563744,62.58349781,62.52213014,62.4522226,62.41750838,62.32920978,62.25117736,62.22546965,62.13727363,62.00862735,61.79070815,61.5553911,61.37004822,61.30167334,61.1040298,60.62305651,60.22504346,60.09216038,60.04198033,59.75142766,59.7593606,59.69694246,59.59752674,57.55160935
IDA blend,IDB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,57.89327332,57.93136635,57.6629506,57.54395914,57.17711577,57.3288409,57.60200074,57.37436965,57.42122839,57.54513208,57.56278,57.60955149,57.67662929,57.72886518,57.58060975,57.44474832,57.47408815,57.30429928,57.28849253,57.2680333,57.14543844,56.27786819,55.38040543,55.26116868,55.30801524,54.60727845,54.08758677,53.80920086,53.80047091,52.17260692
Indonesia,IDN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,64.22200012,64.50900269,63.80500031,63.88100052,63.76200104,63.61999893,63.23500061,63.27600098,62.94499969,63.63999939,63.04800034,61.625,61.29600143,60.87599945,59.28699875,59.36199951,60.89199829,61.58499908,62.01399994,62.84500122,63.4640007,64.40599823,63.86299896,63.92200089,63.57699966,63.45899963,64.16999817,64.67299652,65.74099731,64.47699738
IDA only,IDX,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,65.88410866,65.73767417,65.6150248,65.50159644,65.43454312,65.35497763,65.28861788,65.20784379,65.09427765,64.92921777,64.86853296,64.71219264,64.5610683,64.49650203,64.43956137,64.31644063,63.97584834,63.7100994,63.44158733,63.35323086,63.11948739,62.8356456,62.69211475,62.55199709,62.45141985,62.36645052,62.63851846,62.68114926,62.53121926,60.26948861
India,IND,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,54.93500137,54.80899811,54.79499817,54.74700165,54.59999847,54.47000122,54.40499878,54.23600006,54.05699921,54.01900101,54.12400055,54.26399994,54.31200027,54.43299866,54.55500031,53.76300049,52.97600174,52.25699997,51.375,50.56100082,49.7179985,48.81600189,48.23899841,47.65999985,47.08800125,46.52199936,45.98099899,45.42300034,45.60300064,41.33200073
Ireland,IRL,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,47.61000061,46.89500046,47.10900116,48.23400116,49.82799911,50.68199921,52.17399979,55.44499969,58.05500031,59.82899857,60.14199829,59.93899918,59.97700119,60.23799896,62.2840004,62.95600128,63.31200027,61.47600174,56.00799942,53.50400162,52.45800018,52.11700058,53.45299911,54.43500137,55.70299911,56.97600174,57.82099915,58.60100174,59.25400162,57.69400024
"Iran, Islamic Rep.",IRN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,40.99200058,40.58100128,40.22299957,39.86000061,39.53300095,39.19599915,39.13399887,39.10400009,39.05199814,39.03900146,38.95199966,38.9469986,39.7519989,40.52700043,40.07400131,39.43600082,38.95800018,37.03499985,37.23899841,35.9090004,34.99499893,35.58300018,36.24300003,35.93299866,36.73099899,37.21500015,38.39099884,38.6629982,38.9980011,35.96699905
Iraq,IRQ,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,38.71699905,38.63499832,38.6609993,38.63600159,38.59899902,38.62900162,38.55500031,38.50899887,38.46300125,38.42100143,38.3370018,38.26800156,38.23199844,38.27000046,38.17900085,38.15200043,38.10200119,38.03900146,37.94499969,37.87200165,37.79299927,37.72700119,38.06999969,38.38399887,38.42399979,38.48099899,36.43600082,36.63800049,36.63199997,35.55599976
Iceland,ISL,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,72.38600159,71.96800232,70.51499939,70.50099945,72.73100281,72.79199982,71.85399628,73.6760025,75.54599762,76.84999847,76.62999725,74.70700073,73.53800201,73.11799622,73.83799744,74.45200348,74.9940033,73.8259964,69.25099945,69.23799896,69.08599854,69.88899994,71.05000305,72.53299713,73.95500183,75.43299866,74.54000092,73.25700378,71.73999786,68.32099915
Israel,ISR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,51.11700058,51.11399841,53.13299942,55.5909996,56.66600037,56.23300171,55.08000183,53.95199966,53.97600174,54.54000092,54.0870018,52.75400162,52.65499878,53.3730011,54.79199982,55.55599976,56.88199997,57.97399902,56.87799835,57.89599991,58.53900146,59.2179985,59.72499847,60.4280014,60.72499847,61.06100082,61.29899979,61.3730011,61.0870018,59.11399841
Italy,ITA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,45.57899857,44.14699936,43.29100037,42.40100098,41.77099991,41.81800079,41.79999924,41.98899841,42.44200134,42.93099976,43.67200089,44.28699875,44.89099884,45.77000046,45.31399918,45.7519989,45.7859993,45.79999924,44.72299957,44.18000031,44.11500168,43.85300064,42.86199951,42.8390007,43.14300156,43.71300125,44.22600174,44.6230011,44.92599869,44.06600189
Jamaica,JAM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,58.06900024,57.64199829,56.83100128,57.06700134,56.03900146,55.75400162,55.09400177,55.2120018,54.34799957,53.80400085,53.50899887,53.5340004,54.61299896,56.41400146,57.27399826,58.13100052,58.75299835,58.36700058,56.31299973,54.64599991,54.38800049,53.26900101,53.4090004,54.18899918,54.61800003,56.22700119,57.51100159,58.2120018,59.65999985,55.70700073
Jordan,JOR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,32.51200104,32.26800156,32.23400116,33.35599899,34.42499924,34.84500122,34.84199905,34.82699966,34.79299927,34.72600174,34.22000122,33.85599899,34.1269989,33.88600159,33.625,33.78300095,33.99700165,34.06900024,33.99399948,34.30099869,34.29000092,34.71900177,34.70100021,35.09199905,34.74499893,33.97000122,32.90000153,32.00500107,32.64400101,30.59700012
Japan,JPN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,62.45999908,62.59199905,62.20500183,61.75600052,61.37099838,61.3409996,61.5340004,60.70500183,59.94400024,59.47399902,58.87799835,57.93000031,57.58000183,57.56200027,57.73099899,57.88800049,58.04100037,57.75400162,56.82500076,56.54100037,56.55400085,56.43700027,56.9280014,57.26200104,57.57400131,58.13999939,58.80599976,60.02399826,60.61000061,60.26399994
Kazakhstan,KAZ,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,69.69999695,69.80400085,70.04499817,65.93399811,63.74399948,62.2480011,62.0890007,62.01100159,61.64300156,61.81499863,63.05500031,63.56900024,63.87200165,63.99200058,63.80400085,64.2519989,65.27999878,66.41400146,65.45200348,66.30000305,66.64700317,66.79599762,66.93800354,67.16999817,67.39499664,66.60099792,65.85700226,66.72899628,66.71600342,65.81600189
Kenya,KEN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,70.8030014,70.70700073,70.61299896,70.52100372,70.43299866,70.35900116,70.29000092,70.25900269,70.20200348,70.32099915,70.46199799,70.5739975,70.71099854,70.84600067,70.97599792,71.10399628,71.23200226,71.32900238,71.46800232,71.61599731,71.73100281,71.84999847,71.98100281,72.10399628,72.23100281,72.35600281,71.67099762,70.99500275,70.29799652,68.90100098
Kyrgyz Republic,KGZ,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,60.36800003,61.65399933,61.70299911,62.96099854,63.00099945,61.35699844,60.48099899,59.51499939,59.65100098,59.8390007,59.26800156,56.31800079,57.69200134,58.25699997,59.35699844,60.07400131,59.94200134,59.61999893,58.53499985,58.72600174,59.31800079,58.7879982,57.25699997,57.33100128,57.66400146,57.09400177,55.93999863,54.76100159,54.57899857,51.0320015
Cambodia,KHM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,78.39700317,78.31400299,78.26799774,78.77400208,79.08799744,78.98699951,78.91200256,78.84200287,78.68699646,77.82900238,82.67700195,81.64099884,80.59899902,79.51100159,79.77999878,79.98400116,80.20700073,80.95899963,81.54399872,84.09700012,84.94400024,82.56600189,79.86699677,79.73600006,79.29000092,81.14199829,81.29599762,81.17500305,81.06099701,79.27500153
"Korea, Rep.",KOR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,59.13999939,59.36199951,59.13600159,60.0719986,60.66400146,60.8370018,60.86899948,56.40100098,56.75799942,59.06999969,59.59000015,60.54499817,59.81700134,60.54600143,60.3730011,60.48799896,60.56100082,60.13600159,59.22100067,59.32300186,59.68999863,59.97600174,60.19800186,60.97200012,60.92699814,60.89300156,61.1629982,60.93999863,61.18600082,60.34199905
Kuwait,KWT,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,65.75700378,65.61000061,65.6780014,65.77700043,65.36699677,65.47399902,65.68399811,65.91699982,66.41699982,66.40200043,66.59100342,66.37599945,65.47799683,65.81600189,66.5530014,67.27899933,67.73000336,68.13800049,68.78900146,69.23100281,69.63700104,69.98699951,70.31400299,70.64900208,71.69000244,72.24500275,72.62799835,72.68199921,72.74900055,66.45500183
Latin America & Caribbean (excluding high income),LAC,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,57.26222348,57.56717876,57.96003565,57.99437257,57.45728648,56.80062872,57.59223084,57.53844984,57.0923532,57.13485286,57.44688894,57.4600428,57.82533198,58.59170317,59.07345246,59.51153048,59.51758854,59.66387555,59.29188458,59.27092623,59.10391253,59.21686043,59.15921854,59.09516419,58.7688402,57.99817386,57.89181126,58.11998329,58.30858175,52.34020361
Lao PDR,LAO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,79.68000031,79.63899994,79.54100037,79.48699951,79.28399658,79.17700195,79.07299805,78.83999634,78.88500214,78.72399902,78.6210022,78.52600098,78.42900085,78.33499908,78.25099945,78.16400146,78.02200317,77.90399933,77.77600098,77.66500092,77.52300262,77.38600159,77.25,77.11599731,76.99099731,76.8730011,76.75900269,76.65000153,76.56900024,75.70200348
Lebanon,LBN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,41.0719986,40.68600082,40.52299881,40.45299911,40.40599823,40.01900101,40.00999832,39.97600174,40.15100098,40.30599976,40.34600067,40.45199966,40.59199905,40.56399918,40.18500137,39.81999969,39.50299835,39.75,39.97600174,39.59000015,39.56600189,39.53300095,39.42499924,39.32699966,39.2840004,39.18600082,39.05599976,39.01499939,39.13100052,36.66899872
Liberia,LBR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,75.81400299,75.77200317,75.71499634,75.66200256,75.68399811,75.68399811,75.65000153,75.62599945,75.57900238,75.51899719,75.50800323,75.50800323,75.47299957,75.47299957,75.47200012,75.48100281,75.48500061,75.48300171,75.47000122,75.44100189,75.46700287,75.47899628,75.47899628,75.45899963,75.39800262,74.56999969,74.52899933,74.47299957,74.40899658,71.02999878
